Rank,Top 100,Pick,Name,Pos,Age,Ht,Wt,B,T,School,College Commit,FV,Risk,Report,Video,playerId
"HS-H-21","","","Hunter Watson","RF","18.7","6' 3""","210","L","R","Pottsboro HS TX","Texas A&M","35","High","","OMsFJASozTQ",""
"HS-H-22","","","Austin Wells","1B","18.9","6' 1""","195","L","R","Bishop Gorman HS NV","Nevada","35","High","","79N3zjmf0l8",""
"HS-H-23","","","Jarrett Ford","2B","18.6","5' 10""","170","R","R","Decatur HS GA","Florida Int'l","35","Med","","",""
"HS-H-24","","DET/105","Kingston Liniak","CF","18.6","6' 2""","170","R","R","Mission Hills HS  CA","San Diego","35","Med","","7LqTZGFwRkA",""
"HS-H-25","","","Tony Bullard","3B","18.3","6' 5""","200","R","R","J.W. North HS CA","Arizona","35","High","","Bt0KeJIKLgQ",""
"HS-H-26","","","Bryce Reagan","SS","18.7","6' 2""","190","S","R","IMG Academy HS FL","Texas","35","High","","U3_ZFzMtVBM",""
"HS-H-27","","","Patrick Winkel","C","18.4","6' 2""","190","L","R","Amity Regional HS CT","Connecticut","35","High","","SJCLpDFY95Q",""
"COL-P-1","","","Isaiah Campbell","RHP","20.8","6' 4""","225","R","R","Arkansas","","35+","High","","",""
"COL-P-2","","WSH/101","Reid Schaller","RHP","21.2","6' 3""","210","R","R","Vanderbilt","","35+","High","","",""
"COL-P-3","","LAA/121","Kyle Bradish","RHP","21.7","6' 4""","190","R","R","New Mexico State","","35+","High","","",""
"COL-P-4","","MIL/125","Aaron Ashby","LHP","20.0","6' 1""","170","L","L","Crowder JC MO","Tennessee","35+","Med","","",""
"COL-P-5","","LA/104","John Rooney","LHP","21.4","6' 5""","235","R","L","Hofstra","","35+","Med","","",""
"COL-P-6","","ARZ/129","Ryan Weiss","RHP","21.5","6' 4""","205","R","R","Wright State","","35+","Med","","",""
"COL-P-7","","","Justin Lewis","RHP","22.7","6' 7""","205","R","R","Kentucky","","35+","Med","","",""
"COL-P-8","","BOS/160","Thad Ward","RHP","21.4","6' 3""","185","R","R","UCF","","35+","High","","",""
"COL-P-9","","COL/126","Ryan Feltner","RHP","21.8","6' 4""","190","R","R","Ohio State","","35+","High","","",""
"COL-P-10","","TOR/116","Sean Wymer","RHP","21.2","6' 1""","190","R","R","TCU","","35+","Low","","jNNjJFDJ0y0",""
"COL-P-11","","","Nolan Kingham","RHP","21.8","6' 3""","205","R","R","Texas","","35+","High","","",""
"COL-P-12","","CIN/72","Josiah Gray","RHP","20.5","6' 1""","210","R","R","LeMoyne","","35+","High","","",""
"COL-P-13","","DET/135","Adam Wolf","LHP","21.4","6' 6""","225","L","L","Louisville","","35+","Low","","",""
"COL-P-14","","SEA/118","Michael Plassmyer","LHP","21.6","6' 2""","200","L","L","Missouri","","35+","Med","","",""
"COL-P-15","","","Austin Bergner","RHP","21.1","6' 4""","200","R","R","North Carolina","","35+","High","","",""
"COL-P-16","","","Nick Iverson","RHP","20.7","6' 1""","170","R","R","Central Arizona JC AZ","Gonzaga","35+","High","","",""
"COL-P-17","","HOU/162","Cody Deason","RHP","21.4","6' 3""","205","R","R","Arizona","","35+","High","","",""
"COL-P-18","","SF/106","Blake Rivera","RHP","20.4","6' 4""","205","R","R","Wallace Hanceville JC AL","Auburn","35","High","","",""
"COL-P-19","","CHW/138","Jonathan Stiever","RHP","21.1","6' 1""","190","R","R","Indiana","","35","High","","",""
"COL-P-20","","CHW/228","Andrew Perez","LHP","20.9","6' 2""","196","L","L","USF","","35","Med","","",""
"COL-P-21","","CHC/78","Paul Richan","RHP","21.2","6' 3""","200","R","R","San Diego","","35","Med","","",""
"COL-P-22","","PIT/174","Michael Flynn","RHP","21.8","6' 4""","185","R","R","Arizona","","35","Med","","",""
"COL-P-23","","COL/216","Andrew Quezada","RHP","20.9","6' 1""","185","R","R","Fullerton","","35","High","","",""
"COL-P-24","","","Davis Martin","RHP","21.4","6' 2""","200","R","R","Texas Tech","","35","High","","",""
"COL-P-25","","BAL/205","J.J. Montgomery","RHP","21.0","6' 1""","200","R","R","UCF","","35","High","","",""
"COL-P-26","","HOU/252","Austin Hansen","RHP","21.8","6' 0""","195","R","R","Oklahoma","","35","High","","",""
"COL-P-27","","OAK/293","Clark Cota","RHP","21.7","6' 2""","225","R","R","UNC Wilmington","","35","High","","",""
"COL-P-28","","","Trey Dillard","RHP","19.6","6' 2""","215","R","R","San Jacinto JC TX","Missouri","35","High","","wBf87DotyE4",""
"COL-P-29","","","Michael Byrne","RHP","21.1","6' 2""","205","R","R","Florida","","35","Med","","",""
"COL-P-30","","","Noah Song","RHP","21.0","6' 4""","200","R","R","Navy","","35","High","","",""
"COL-P-31","","DET/255","Tarik Skubal","LHP","21.6","6' 3""","225","L","L","Seattle","","35","High","","",""
"COL-P-32","","","Chris Machamer","RHP","21.0","6' 2""","210","R","R","Kentucky","","35","High","","",""
"COL-P-33","","OAK/143","Brady Feigl","RHP","22.5","6' 4""","230","R","R","Ole Miss","","35","Med","","",""
"COL-P-34","","ARZ/99","Jackson Goddard","RHP","21.5","6' 3""","220","R","R","Kansas","","35","High","","",""
"COL-P-35","","","Isaiah Carranza","RHP","21.3","6' 5""","180","R","R","Azusa Pacific","","35","High","","",""
"COL-P-36","","","Parker Caracci","RHP","21.7","6' 0""","200","R","R","Ole Miss","","35","High","","nwyZNlmCDww",""
"COL-P-37","","HOU/192","R.J. Freure","RHP","20.9","6' 1""","205","R","R","Pittsburgh","","35","High","","",""
"COL-P-38","","KC/152","Austin Cox","LHP","21.2","6' 4""","185","L","L","Mercer","","35","High","","XiEgFQvwDSI",""
"COL-P-39","","WSH/131","Jake Irvin","RHP","21.3","6' 6""","225","R","R","Oklahoma","","35","Med","","",""
"COL-P-40","","NYY/127","Frank German","RHP","20.7","6' 2""","180","R","R","North Florida","","35","Med","","",""
"COL-P-41","","","Luke Shilling","RHP","20.5","6' 5""","245","R","R","Illinois","","35","High","","",""
"COL-P-42","","TB/270","Nick Lee","RHP","21.3","6' 5""","190","R","R","Louisiana Lafayette","","35","High","","GyZkFCfXmj8",""
"COL-P-43","","","Riley Thompson","RHP","21.9","6' 4""","210","L","R","Louisville","","35","High","","",""
"COL-P-44","","","Brandon Williamson","LHP","20.2","6' 5""","210","L","L","North Iowa Area JC IA","TCU","35","High","","",""
"COL-P-45","","ARI/279","Tyler Holton","LHP","22.0","6' 2""","210","L","L","Florida State","","35","High","","",""
"COL-P-46","","CLE/223","Cody Morris","RHP","21.6","6' 5""","222","R","R","South Carolina","","35","High","","",""
"COL-P-47","","DET/165","Hugh Smith","RHP","21.2","6' 10""","215","R","R","Whitworth","","35","High","","",""
"COL-P-48","","CHC/278","**Derek Casey","RHP","22.3","6' 1""","195","R","R","Virginia","","35","Med","","",""
"COL-P-49","","ATL/202","**Brooks Wilson","RHP","22.2","6' 3""","209","L","R","Stetson","","35","Med","","",""
"COL-P-50","","NYY/277","**Mick Vorhof","RHP","22.9","6' 1""","205","R","R","Grand Canyon","","35","Med","","",""
"COL-P-51","","MIL/185","Drew Rasmussen","RHP","22.9","6' 2""","225","R","R","Oregon State","","35","High","","",""
"COL-P-52","","NYM/260","Bryce Montes de Oca","RHP","22.1","6' 7""","265","R","R","Missouri","","35","High","","",""
"COL-H-1","","STL/243","Lars Nootbaar","1B","20.7","6' 2""","205","L","R","USC","","35+","High","","",""
"COL-H-2","","STL/75","Luken Baker","1B","21.2","6' 4""","265","R","R","TCU","","35+","High","","-JDVKOVihsY",""
"COL-H-3","","CHC/158","Andy Weber","2B","20.9","6' 1""","190","L","R","Virginia","","35+","Med","","",""
"COL-H-4","","NYM/170","Nick Meyer","C","21.3","6' 2""","200","R","R","Cal Poly","","35+","Med","","",""
"COL-H-5","","MIA/117","Nick Fortes","C","21.6","6' 0""","210","R","R","Ole Miss","","35+","High","","",""
"COL-H-6","","HOU/132","Alex McKenna","CF","20.7","6' 2""","200","R","R","Cal Poly","","35+","Med","","",""
"COL-H-7","","","Ryan Olenek","CF","21.8","6' 4""","180","R","R","Ole Miss","","35+","High","","",""
"COL-H-8","","PIT/144","Grant Koch","C","21.3","5' 11""","200","R","R","Arkansas","","35+","High","","",""
"COL-H-9","","","Rylan Thomas","1B","20.9","5' 11""","235","R","R","UCF","","35+","High","","",""
"COL-H-10","","SEA/54","Josh Stowers","LF","21.3","6' 0""","205","R","R","Louisville","","35+","Med","","tMqgzAIr2Ds",""
"COL-H-11","","DET/79","Kody Clemens","2B","22.1","6' 1""","170","L","R","Texas","","35+","Med","","",""
"COL-H-12","","STL/213","Brendan Donovan","3B","21.4","6' 2""","200","L","R","South Alabama","","35+","High","","",""
"COL-H-13","","SD/201","Jawuan Harris","CF","21.6","5' 9""","195","R","R","Rutgers","","35+","High","","8rhCq-LE7dY",""
"COL-H-14","","TB/120","Grant Witherspoon","RF","21.7","6' 3""","200","L","L","Tulane","","35+","Med","","",""
"COL-H-15","","CHC/218","D.J. Artis","CF","21.2","5' 9""","165","L","L","Liberty","","35+","Med","","C9moqiCoDVg",""
"COL-H-16","","BOS/130","Kole Cottam","C","21.0","6' 3""","225","R","R","Kentucky","","35+","High","","_v0PGuGlVBY",""
"COL-H-17","","KC/242","Jackson Lueck","RF","21.3","6' 1""","185","S","R","Florida State","","35+","High","","Su-rJO8swFk",""
"COL-H-18","","SEA/268","**Keegan McGovern","1B","22.7","6' 2""","220","L","R","Georgia","","35+","Med","","",""
"COL-H-19","","OAK/113","Alfonso Rivas","LF","21.7","5' 11""","180","L","L","Arizona","","35+","Med","","",""
"COL-H-20","","","Kyle Datres","3B","22.4","6' 0""","180","R","R","North Carolina","","35+","High","","",""
"COL-H-21","","","Jonah Davis","LF","20.9","5' 10""","206","L","R","Cal","","35","High","","AsijzFMxrsc",""
"COL-H-22","","PIT/204","Brett Kinneman","LF","21.8","6' 0""","200","L","L","North Carolina State","","35","High","","qvNw8eQjAzg",""
"COL-H-23","","","Hunter Feduccia","C","21.0","6' 2""","183","L","R","LSU","","35","High","","",""
"COL-H-24","","LA/164","Devin Mann","2B","21.3","6' 3""","205","R","R","Louisville","","35","High"," ","eSI3ElyZSa8",""
"COL-H-25","","","Zac Susi","C","20.4","6' 2""","207","L","R","Connecticut","","35","High","","",""
"COL-H-26","","ATL/172","Andrew Moritz","CF","21.5","5' 11""","180","L","R","UNC Greensboro","","35","High","","",""
"COL-H-27","","TB/92","Ford Proctor","SS","21.5","6' 1""","195","L","R","Rice","","35","Med","","",""
"COL-H-28","","","Deacon Liput","2B","21.9","5' 9""","190","L","R","Florida","","35","High","","",""
"COL-H-29","","KC/122","Eric Cole","LF","21.4","5' 11""","170","S","R","Arkansas","","35","Med","","",""
"COL-H-30","","PIT/86","Connor Kaiser","SS","21.5","6' 4""","205","R","R","Vanderbilt","","35","High","","1zPuAlj7fAw",""
"COL-H-31","","","Antoine Duplantis","CF","21.7","5' 11""","179","L","L","LSU","","35","High","","HFb25h5NsUA",""
"COL-H-32","","CLE/163","Steven Kwan","CF","20.7","5' 9""","170","L","L","Oregon State","","35","Med","","",""
"COL-H-33","","COL/276","Willie MacIver","C","20.7","6' 2""","212","R","R","Washington","","35","High","","",""
"COL-H-34","","CHC/98","Jimmy Herron","CF","21.9","6' 1""","195","R","L","Duke","","35","Med","","",""
"COL-H-35","","ATL/232","A.J. Graffanino","SS","20.9","6' 3""","180","L","R","Washington","","35","Med","","",""
"COL-H-36","","OAK/233","**J.J. Schwarz","C","22.2","6' 2""","215","R","R","Florida","","35","Med","","",""
"COL-H-37","","","Luke Reynolds","3B","23.2","6' 1""","215","L","R","Southern Mississippi","","35","High","","Q9hREzFz3m4",""
"COL-H-38","","","Cameron Simmons","RF","21.7","6' 3""","215","R","R","Virginia","","35","High","","",""
"COL-H-39","","COL/186","Niko Decolati","RF","20.8","6' 1""","215","R","R","Loyola Marymount","","35","High","","",""
"COL-H-40","","","**Jackson Thoreson","C","22.9","6' 2""","205","L","R","St. Mary's","","35","Med","","",""
"COL-H-41","","","Clay Fisher","SS","22.2","6' 1""","185","R","R","UC Santa Barbara","","35","High","","",""
"COL-H-42","","BAL/147","Robert Neustrom","LF","21.6","6' 3""","210","L","L","Iowa","","35","Med","","",""
"COL-H-43","","","Michael Curry","1B","20.9","5' 11""","212","R","R","Georgia","","35","Med","","",""
"COL-H-44","","","John Aiello","3B","21.3","6' 3""","215","R","R","Wake Forest","","35","High","","",""
"COL-H-45","","","T.J. Collett","DH","20.9","6' 1""","230","L","R","Kentucky","","35","Med","","",""
"COL-H-46","","","C.J. Alexander","1B","21.9","6' 5""","215","L","R","State College JC FL","UCF","35","High","","",""
"COL-H-47","","SD/141","Dwanya Williams-Sutton","LF","20.9","6' 2""","215","R","R","East Carolina","","35","High","","",""
"COL-H-48","","MIN/244","**Chris Williams","C","21.5","6' 1""","225","R","R","Clemson","","35","High","","",""
"COL-H-49","","","Niko Hulsizer","RF","21.3","6' 2""","225","R","R","Morehead State","","35","High","","",""
"COL-H-50","","","Jake Mangum","CF","22.2","6' 1""","185","S","L","Mississippi State","","35","High","","KGtguEtncmU",""
